insurer_name,insurer_type,solvency_ratio,claims_ratio,premium_growth,reserve_adequacy,liquidity_ratio,compliance_score,policy_count,year,quarter,risk_label,anomaly_flag
Zimnat Life Assurance,general,1.3178,0.6365,0.1479,0.711,1.6486,0.9337,9696,2019,1,adequate,0
CBZ Life,reinsurer,1.7644,0.6694,0.1454,0.9663,1.6988,0.8311,4583,2021,1,strong,0
CABS Insurance,general,1.0683,0.7321,-0.1501,1.1629,1.086,0.749,12088,2023,2,adequate,0
First Mutual Health,general,1.3548,0.7842,0.2964,1.0871,1.3875,0.9333,2750,2019,2,adequate,0
Fidelity Life Zimbabwe,composite,1.2848,0.1887,0.0995,1.0234,1.4694,0.855,9889,2020,1,strong,0
Nicoz Diamond Insurance,life,1.2925,0.2502,0.0566,0.9729,0.9017,0.506,5062,2022,4,strong,0
Heritage Insurance,life,1.8707,0.575,0.1156,1.0434,1.6483,0.6934,2431,2024,2,strong,0
First Mutual Life,reinsurer,1.5151,0.2947,0.0152,0.6686,1.4322,0.8215,1206,2018,3,strong,0
Cell Insurance,composite,1.4776,0.7586,0.1611,0.8805,1.0251,0.8873,3883,2019,4,adequate,0
Tristar Insurance,general,2.0115,0.3267,-0.1453,0.6398,1.0118,0.651,6844,2023,3,strong,0
Old Mutual Life Assurance Zimbabwe,general,1.7592,0.7242,0.1589,0.9313,1.1352,0.6544,5058,2023,4,adequate,0
First Mutual Health,general,1.0201,0.2388,-0.0066,0.883,0.6988,0.8309,5120,2019,1,adequate,0
First Mutual Health,life,1.4163,0.6448,0.1772,0.8131,1.3821,0.5155,4376,2021,2,adequate,0
RM Insurance,reinsurer,0.5595,0.7225,0.0795,0.8778,1.4915,0.8868,1703,2020,1,watch,1
First Mutual Life,life,1.6631,0.3471,-0.0079,0.7826,1.2878,0.7082,1852,2019,1,strong,0
Cell Insurance,reinsurer,1.4588,0.557,-0.1591,1.1765,1.0686,0.6433,4269,2019,4,strong,0
Zimnat Life Assurance,general,1.6148,0.3857,0.3107,0.7699,1.5827,0.9994,3559,2018,1,strong,0
CBZ Life,life,1.0079,0.9141,0.0875,0.8599,0.8032,0.8102,3027,2020,4,watch,0
RM Insurance,composite,1.3931,0.148,-0.0778,0.8659,0.7227,0.7269,24716,2024,3,strong,0
CBZ Life,composite,1.4069,0.8043,-0.1667,0.7884,1.9061,0.7204,5605,2022,3,adequate,0
Fidelity Life Assurance,reinsurer,1.1743,0.5735,-0.1111,0.8929,1.5702,0.629,2762,2020,1,adequate,0
RM Insurance,composite,1.5886,0.7389,-0.0847,0.8498,1.5839,0.7698,1972,2021,1,adequate,0
First Mutual Life,life,1.2481,0.9242,0.1131,1.0414,0.714,0.964,1507,2019,3,adequate,0
Heritage Life Assurance,reinsurer,1.6293,0.4121,0.1935,1.0925,1.6701,0.9769,3532,2019,2,strong,0
RM Insurance,life,1.3704,0.5923,0.1515,0.612,1.1168,0.712,5734,2018,2,adequate,0
Zimnat General Insurance,life,2.4987,0.3137,0.2155,0.8965,0.9366,0.698,6774,2024,1,strong,0
Fidelity Life Zimbabwe,life,1.2499,0.9416,-0.0253,1.093,1.6711,0.69,1356,2018,1,adequate,0
Minerva Risk Advisors,composite,1.1529,0.7889,0.0446,0.9679,1.3461,0.8045,12672,2019,3,adequate,0
Tristar Insurance,general,1.1568,0.7765,-0.2746,0.8717,1.238,0.9623,30300,2018,1,adequate,0
Minerva Risk Advisors,life,1.3814,0.5484,-0.1708,1.1189,1.3397,0.6983,8249,2020,1,strong,0
Heritage Life Assurance,general,1.2958,0.604,0.1891,0.673,0.9872,0.9467,2517,2020,1,adequate,0
Moonlight Insurance,general,1.3921,1.0474,0.0478,0.8856,1.3247,0.6835,9838,2022,3,adequate,0
Fidelity Life Assurance,life,1.4747,0.9316,0.1821,0.7758,2.0062,0.9582,12775,2018,3,adequate,0
Zimnat General Insurance,general,1.7424,0.8556,-0.4,0.9253,1.216,0.9437,7919,2022,4,adequate,0
FBC Insurance,general,1.521,0.412,0.0708,0.868,1.7893,0.7923,4541,2022,1,strong,0
Heritage Life Assurance,life,1.1966,0.4748,0.1977,0.6806,0.708,0.8924,1283,2024,3,adequate,0
ZB Bank Insurance,reinsurer,1.4197,0.9495,0.2031,0.7879,0.7674,0.8322,11051,2022,4,adequate,0
First Mutual Health,life,2.0183,0.5593,0.1959,0.7699,1.3455,0.6406,6719,2019,4,strong,0
Moonlight Insurance,life,1.8222,0.4856,-0.0683,0.8688,1.2218,0.6244,3775,2022,4,strong,0
Cell Insurance,reinsurer,1.2231,0.5748,0.0657,0.8496,1.362,0.5545,6913,2024,4,adequate,0
Cell Insurance,reinsurer,1.617,1.0333,0.0787,0.9055,1.1114,0.9968,9489,2024,1,adequate,0
Cell Insurance,general,1.55,0.9038,0.1572,1.1104,1.305,0.9684,1506,2019,3,adequate,0
RM Insurance,general,1.7562,0.8585,0.3878,0.9749,0.5842,0.9697,2825,2022,3,adequate,0
Cell Insurance,life,1.701,0.5884,0.031,0.8626,1.1777,0.8213,6488,2021,4,strong,0
Nicoz Diamond Insurance,composite,1.3866,0.9283,-0.1709,0.7862,1.5727,0.9347,4060,2020,4,adequate,0
Old Mutual Life Assurance Zimbabwe,composite,1.4474,0.6003,-0.0449,0.7986,1.1899,0.6829,3048,2022,1,adequate,0
RM Life Zimbabwe,life,1.7175,0.6686,-0.0216,0.9642,1.62,0.6047,2986,2021,3,strong,0
NicozDiamond Brokers,general,1.155,0.8612,-0.0208,1.1413,1.3422,0.9599,3648,2021,4,adequate,0
Fidelity Life Zimbabwe,general,1.2633,0.8271,0.37,1.2624,1.1284,0.7952,3510,2024,1,adequate,0
NicozDiamond Brokers,general,1.2457,0.8281,0.0492,0.7556,1.0529,0.8674,2002,2023,4,adequate,0
Zimnat General Insurance,life,1.6254,0.7959,0.0698,0.7935,1.1152,0.6604,4125,2023,3,adequate,0
Cell Insurance,reinsurer,1.3784,0.6546,0.188,1.0577,1.3695,0.6166,2559,2023,2,strong,0
ZB Bank Insurance,reinsurer,1.8597,0.4629,0.3954,0.5458,1.1396,0.8526,11312,2022,2,adequate,0
Heritage Life Assurance,reinsurer,1.0714,0.6276,-0.1194,0.9316,1.5493,0.7147,8911,2022,4,adequate,0
Zimnat Life Assurance,general,0.5026,1.0985,0.3217,0.9549,1.0257,0.8009,3860,2018,1,watch,1
ZB Bank Insurance,composite,1.6531,0.9528,-0.0317,0.9979,1.5428,0.5775,14137,2019,4,adequate,0
Old Mutual Life Assurance Zimbabwe,composite,1.1478,0.5465,-0.1105,0.8612,1.6944,0.7765,2330,2024,3,adequate,0
ZB Life Assurance,reinsurer,1.8177,0.4943,0.2765,0.7662,1.4834,0.6372,5951,2020,1,strong,0
FBC Insurance,composite,0.9915,0.2976,-0.0187,0.9875,0.9111,0.896,6062,2018,1,adequate,0
Old Mutual Life Assurance Zimbabwe,reinsurer,1.1881,0.3989,0.023,0.7491,1.349,0.5128,3614,2021,4,adequate,0
First Mutual Life,general,1.8884,0.5218,-0.2139,1.038,0.6984,0.5998,6822,2018,4,strong,0
Old Mutual Life Assurance Zimbabwe,reinsurer,1.4431,0.696,0.281,0.8113,1.4647,0.7138,1743,2020,4,adequate,0
ZB Bank Insurance,reinsurer,1.3498,0.6962,0.0375,0.7698,1.3955,0.6433,4192,2023,4,adequate,0
Zimnat General Insurance,composite,1.1611,0.5406,0.3051,1.0764,1.4514,0.703,7259,2018,4,strong,0
Heritage Insurance,reinsurer,1.0666,0.9556,-0.0368,0.7737,0.8651,0.8648,3850,2020,4,watch,0
RM Life Zimbabwe,composite,0.7419,0.5149,0.432,0.9939,1.6648,0.6586,17672,2018,4,adequate,0
Heritage Life Assurance,reinsurer,0.9681,0.7001,0.1006,0.9366,1.3915,0.8512,2061,2021,2,adequate,0
Minerva Risk Advisors,reinsurer,1.3539,0.6222,0.1906,1.034,1.3463,0.9579,4121,2024,3,strong,0
FBC Insurance,composite,1.6724,0.2738,0.1012,0.4275,1.1323,0.9677,6529,2018,2,strong,0
NicozDiamond Brokers,reinsurer,1.7667,0.9704,0.3013,0.9699,1.3113,0.5125,4225,2019,3,adequate,0
Fidelity Life Zimbabwe,reinsurer,1.2517,0.5479,-0.1618,0.8422,1.4645,0.6748,2395,2021,1,adequate,0
NicozDiamond Brokers,life,1.6426,0.8908,-0.0856,1.0265,0.8385,0.9443,4885,2024,1,adequate,0
Zimnat Life Assurance,life,1.3247,0.2994,-0.1577,1.0082,1.0099,0.7986,4461,2022,3,strong,0
Alliance Insurance,reinsurer,1.3662,0.3268,0.2236,0.8104,1.1269,0.8601,2541,2019,2,strong,0
Cell Insurance,general,0.8167,1.1588,0.0906,1.0367,1.4865,0.9093,1240,2018,4,watch,1
First Mutual Health,general,1.5825,0.4529,-0.2374,0.8811,1.1674,0.8057,10633,2018,4,strong,0
FBC Insurance,composite,1.3727,0.3983,-0.0548,0.9005,1.6971,0.6741,5054,2022,4,strong,0
RM Life Zimbabwe,life,0.7134,0.6404,-0.0599,0.953,1.2519,0.585,3502,2020,4,adequate,1
CABS Insurance,composite,2.1088,0.6771,0.0811,0.9472,1.5996,0.9766,5764,2023,2,strong,0
CABS Insurance,life,1.3457,0.4611,0.29,0.8303,1.6108,0.7214,1481,2020,2,strong,0
NicozDiamond Brokers,general,1.9796,0.6822,0.3155,1.251,1.4737,0.7924,17764,2024,2,strong,0
Old Mutual Zimbabwe,life,0.7508,0.8951,0.0004,0.8974,1.5991,0.5167,1155,2018,4,watch,1
ZB Life Assurance,reinsurer,1.1079,0.8184,-0.0277,0.9652,0.6361,0.5853,624,2022,3,adequate,0
Old Mutual Life Assurance Zimbabwe,general,1.7284,0.7451,-0.0474,0.9781,1.3014,0.7304,3461,2021,1,strong,0
Alliance Insurance,reinsurer,1.602,0.9768,-0.0153,0.9149,1.2566,0.792,3715,2024,1,adequate,0
Nicoz Diamond Insurance,reinsurer,1.3949,0.8996,-0.3902,0.8079,1.1313,0.7778,10915,2021,2,adequate,0
Old Mutual Life Assurance Zimbabwe,general,1.8074,0.541,0.0836,0.7001,1.4132,0.855,20377,2024,4,strong,0
Old Mutual Zimbabwe,composite,1.2586,0.9626,0.0493,0.937,1.6217,0.8699,7098,2023,4,adequate,0
Minerva Risk Advisors,general,0.9787,0.4182,-0.063,0.8665,1.5158,0.7519,16481,2021,4,adequate,0
FBC Insurance,reinsurer,2.1722,0.8053,-0.3553,0.3804,1.2318,0.5164,1827,2020,1,adequate,1
RM Life Zimbabwe,general,1.7565,0.9096,0.2308,0.8737,0.9361,0.6789,8754,2020,4,adequate,0
RM Insurance,general,2.2513,0.5339,0.316,0.7806,1.3455,0.7186,7668,2021,3,strong,0
First Mutual Life,life,1.5011,0.4401,0.2553,0.8812,1.1889,0.8724,6729,2024,4,strong,0
Old Mutual Life Assurance Zimbabwe,life,1.2867,0.3814,0.0003,0.8731,1.0517,0.8443,11771,2024,3,strong,0
Fidelity Life Assurance,life,1.9752,0.9403,-0.1496,1.0758,1.3766,0.5421,8566,2019,3,adequate,0
Heritage Insurance,reinsurer,1.4305,0.4239,0.0415,0.9796,1.0744,0.7664,4194,2020,3,strong,0
Old Mutual Zimbabwe,general,1.3025,0.8089,0.2068,1.1711,1.4664,0.6141,2286,2020,2,adequate,0
Fidelity Life Assurance,life,0.9718,0.626,-0.3938,0.4693,0.9356,0.6337,1334,2024,1,watch,1
CABS Insurance,general,1.741,0.3881,0.4111,1.0456,1.0443,0.8955,1620,2018,4,strong,0
Nicoz Diamond Insurance,general,1.584,0.3867,-0.0901,0.7652,1.5282,0.7343,6608,2022,1,strong,0
ZB Bank Insurance,composite,1.4899,0.5573,0.2637,0.7794,0.7037,0.9155,2360,2020,3,adequate,0
NicozDiamond Brokers,general,1.9823,0.5607,-0.1689,0.9732,1.2487,0.9093,3301,2018,1,strong,0
Minerva Risk Advisors,reinsurer,1.7805,0.4017,0.1445,0.8761,1.4135,0.6313,3435,2020,2,strong,0
Minerva Risk Advisors,general,1.7002,0.3989,0.1641,1.0889,1.255,0.6205,5089,2021,2,strong,0
Alliance Insurance,life,1.0144,0.8437,0.2506,0.9484,1.4004,0.7474,5181,2018,4,adequate,0
Minerva Risk Advisors,life,1.5202,0.6946,-0.1336,1.0951,1.4013,0.5641,2864,2021,3,strong,0
FBC Insurance,composite,1.9181,0.678,0.1118,0.7173,1.2771,0.7096,33718,2023,2,adequate,0
Alliance Insurance,life,1.6682,0.3766,0.0808,0.8822,1.3707,0.6001,5788,2018,2,strong,0
Cell Insurance,life,0.9727,0.665,0.1294,1.2394,0.7326,0.8692,3666,2020,2,adequate,0
Alliance Insurance,life,1.8012,0.7081,0.318,0.9754,0.8929,0.6952,16819,2021,4,adequate,0
Old Mutual Zimbabwe,composite,1.2065,0.4098,0.046,0.6559,1.2341,0.545,6869,2019,4,adequate,0
NicozDiamond Brokers,composite,1.2648,0.4896,0.1715,0.7494,1.276,0.5948,3448,2018,2,adequate,0
CBZ Life,reinsurer,1.1811,0.9041,0.1072,0.9669,1.9058,0.8242,6633,2021,4,adequate,0
NicozDiamond Brokers,general,1.2114,0.867,0.1126,1.0116,1.3692,0.9566,3914,2020,1,adequate,0
CABS Insurance,life,1.1934,0.7445,0.2435,0.9038,1.3918,0.7628,1486,2022,2,adequate,0
Moonlight Insurance,composite,1.4773,0.5026,0.1801,0.7749,1.4111,0.9167,6498,2020,2,strong,0
FBC Insurance,composite,0.7587,1.1499,-0.0224,0.909,1.2977,0.6,2540,2021,3,watch,1
Zimnat Life Assurance,life,0.9723,0.4234,0.0291,0.8641,1.3169,0.9609,2022,2024,3,adequate,0
Fidelity Life Zimbabwe,composite,1.4397,0.5361,-0.329,0.8662,1.5583,0.9543,988,2022,1,strong,0
FBC Insurance,life,2.106,0.8704,0.3967,0.6506,1.3892,0.5253,6863,2018,1,adequate,0
Old Mutual Life Assurance Zimbabwe,general,1.4972,0.8544,0.1047,0.6923,1.223,0.951,3225,2024,3,adequate,0
Zimnat Life Assurance,composite,1.9341,0.4697,-0.0666,0.9093,1.6121,0.5259,8188,2018,4,strong,0
Minerva Risk Advisors,life,1.5695,0.9246,0.2652,0.5479,1.3537,0.604,3981,2024,4,adequate,0
First Mutual Health,general,1.4231,0.6508,-0.1534,0.83,1.1564,0.615,5366,2022,3,adequate,0
ZB Bank Insurance,composite,0.8278,1.0365,0.033,0.8302,1.4034,0.6707,1896,2018,4,watch,1
RM Insurance,composite,1.6919,0.8119,-0.0162,0.8776,1.7834,0.8524,3963,2018,1,adequate,0
ZB Bank Insurance,composite,1.443,0.5952,0.1242,0.9717,0.6981,0.5479,7649,2023,4,adequate,0
First Mutual Health,general,1.386,0.8216,-0.0887,1.0177,1.1485,0.8686,1833,2023,4,adequate,0
CABS Insurance,reinsurer,1.4506,0.4595,0.0459,0.8522,1.1547,0.9519,8279,2021,3,strong,0
CBZ Life,general,1.4674,0.5419,0.1571,0.9152,0.7728,0.6069,6320,2020,2,adequate,0
RM Insurance,composite,2.563,1.0085,0.2865,0.6797,0.6027,0.5641,13472,2022,4,watch,0
ZB Bank Insurance,composite,1.7429,0.8621,0.3997,1.0159,1.1237,0.617,1520,2023,2,adequate,0
Nicoz Diamond Insurance,general,1.9492,0.7554,0.1677,0.6938,0.8038,0.8896,6838,2021,2,adequate,0
First Mutual Health,reinsurer,1.1812,0.6006,0.0722,0.8977,0.6582,0.6275,9011,2020,4,adequate,0
Cell Insurance,composite,0.9689,0.6641,0.0025,0.9012,0.8342,0.886,2234,2018,3,adequate,0
Sanctuary Insurance,general,1.2454,1.0031,-0.3808,0.5313,0.6768,0.7308,1060,2024,2,watch,1
Moonlight Insurance,reinsurer,1.0271,1.0534,0.2646,0.5161,1.0026,0.9474,8098,2023,3,watch,0
RM Insurance,general,1.2798,0.8559,-0.0482,0.7481,1.9345,0.6324,9147,2021,1,adequate,0
CBZ Life,life,1.7739,0.5298,-0.0176,0.992,1.1998,0.8677,19733,2020,1,strong,0
Moonlight Insurance,composite,1.5281,0.5623,0.0532,0.7865,1.2554,0.9617,8685,2021,4,strong,0
Zimnat General Insurance,composite,0.9357,0.9049,0.0222,0.7875,1.528,0.7465,918,2018,1,adequate,0
ZB Life Assurance,composite,1.057,1.0108,0.1389,0.7611,1.258,0.6605,7378,2018,3,watch,0
First Mutual Health,general,1.9656,0.3907,0.0248,0.9791,1.2454,0.8955,7852,2023,3,strong,0
Zimnat Life Assurance,reinsurer,1.2233,0.8603,0.0552,0.5909,0.8133,0.6113,2220,2024,4,watch,0
Old Mutual Life Assurance Zimbabwe,life,1.9231,0.2874,-0.0058,1.1123,1.1376,0.8564,1380,2020,3,strong,0
Heritage Insurance,life,1.159,0.1329,-0.0046,0.855,1.4749,0.52,3284,2020,4,strong,0
Moonlight Insurance,general,1.7352,0.7534,0.2453,0.8649,1.1507,0.9039,7247,2023,4,adequate,0
ZB Bank Insurance,life,1.9995,0.4868,0.3626,1.0722,1.8336,0.5923,5403,2020,2,strong,0
FBC Insurance,composite,1.4936,0.867,-0.0463,0.8541,1.3428,0.9948,8194,2024,1,adequate,0
Alliance Insurance,composite,1.1705,0.5184,0.3632,0.954,1.7884,0.6938,2900,2024,4,strong,0
Heritage Insurance,general,1.3075,0.4731,0.2715,0.7087,1.2519,0.6803,5379,2019,4,adequate,0
NicozDiamond Brokers,reinsurer,1.3058,0.4852,0.3148,0.7854,0.6986,0.6485,1618,2024,3,adequate,0
NicozDiamond Brokers,composite,1.2751,0.5658,-0.0077,1.0129,0.8898,0.502,4467,2023,4,adequate,0
CABS Insurance,general,1.953,0.9093,-0.1263,1.058,2.0683,0.8921,2707,2020,4,adequate,0
NicozDiamond Brokers,reinsurer,1.195,0.9051,0.1868,0.9953,1.2231,0.7097,8170,2022,1,adequate,0
Zimnat Life Assurance,general,0.6639,0.3116,-0.26,0.8448,1.3518,0.908,2527,2022,4,adequate,1
Heritage Insurance,general,1.7101,0.6982,0.1194,1.0107,1.3171,0.6,4749,2019,1,strong,0
RM Insurance,life,1.3656,0.9914,0.0156,0.9992,1.0916,0.6072,1454,2020,1,adequate,0
Fidelity Life Assurance,general,2.0052,1.0222,0.1937,0.776,1.1032,0.891,6111,2024,3,adequate,0
Moonlight Insurance,life,1.4278,0.3977,0.1062,0.939,0.9914,0.5503,1848,2024,1,strong,0
FBC Insurance,reinsurer,1.0078,0.3283,0.2635,0.9398,1.1351,0.6241,16531,2020,3,adequate,0
Minerva Risk Advisors,general,1.4303,0.3818,-0.2974,0.3825,1.2591,0.8858,2427,2024,2,adequate,1
Zimnat General Insurance,composite,1.1116,0.7203,0.2591,0.7784,1.0435,0.9582,18707,2020,4,adequate,0
CABS Insurance,life,1.3134,0.5561,0.1115,0.9676,1.1348,0.7367,2360,2020,2,adequate,0
Zimnat General Insurance,general,1.4957,0.6932,0.0687,1.3345,1.3411,0.6704,6235,2018,1,strong,0
Zimnat Life Assurance,general,1.4611,1.0645,-0.098,0.701,1.216,0.9275,7270,2023,2,adequate,0
CBZ Life,composite,1.1538,0.3203,0.076,0.7261,1.809,0.5765,10657,2020,3,strong,0
Minerva Risk Advisors,life,1.3964,0.4171,0.2038,0.9619,1.3228,0.9659,4348,2018,2,strong,0
ZB Bank Insurance,reinsurer,1.6106,0.3409,-0.015,1.0152,1.4758,0.7666,7723,2021,4,strong,0
CBZ Life,composite,1.6965,0.3494,0.2975,1.2151,1.5506,0.9831,4818,2020,1,strong,0
CBZ Life,general,1.7935,0.6563,-0.2237,0.7405,1.7049,0.9449,8811,2023,2,strong,0
Zimnat Life Assurance,reinsurer,1.4579,0.4979,0.3106,1.0537,1.5896,0.9466,4320,2024,2,strong,0
Nicoz Diamond Insurance,life,1.6128,0.296,0.2223,0.9317,1.4505,0.583,9228,2019,1,strong,0
Tristar Insurance,life,0.8083,0.6456,0.2325,0.9866,1.8261,0.5082,4151,2018,2,adequate,1
Heritage Insurance,life,1.9643,0.5542,0.0522,1.0374,1.0103,0.9099,1257,2022,4,strong,0
Old Mutual Zimbabwe,general,2.16,0.6802,0.0331,1.0222,1.6962,0.707,3056,2021,4,strong,0
Fidelity Life Assurance,reinsurer,1.8524,0.5412,0.2218,0.9991,1.3916,0.807,2050,2024,4,strong,0
Old Mutual Zimbabwe,reinsurer,1.2851,0.6644,-0.0371,0.8121,1.1763,0.8456,992,2020,1,adequate,0
FBC Insurance,reinsurer,1.0017,0.83,0.2446,0.9992,1.3409,0.8315,13498,2021,1,adequate,0
Heritage Life Assurance,general,1.4496,0.3997,0.2943,0.8193,1.3053,0.9009,2035,2019,4,strong,0
Zimnat Life Assurance,general,1.5098,0.5813,-0.3554,1.0715,1.6906,0.8755,7036,2022,2,strong,0
RM Life Zimbabwe,reinsurer,1.726,0.7563,0.0385,1.0382,1.3475,0.8409,4163,2019,4,strong,0
Old Mutual Zimbabwe,general,1.3079,0.3833,0.1797,0.7926,1.4361,0.5816,4285,2024,2,strong,0
CBZ Life,life,2.0278,0.932,-0.1193,0.7458,1.443,0.9859,4481,2023,3,adequate,0
Tristar Insurance,composite,1.308,0.4502,0.2777,0.6861,1.2882,0.5978,804,2024,1,adequate,0
FBC Insurance,composite,0.8964,0.717,0.2265,1.0403,1.3199,0.8813,5586,2023,1,adequate,0
Zimnat Life Assurance,life,1.3869,0.4942,-0.163,0.9591,0.7167,0.8454,5113,2022,4,adequate,0
First Mutual Life,reinsurer,2.1654,0.4281,0.115,1.051,1.2754,0.6633,4095,2020,3,strong,0
Fidelity Life Assurance,general,1.4105,0.9096,-0.2984,0.9756,1.0411,0.9293,5508,2023,1,adequate,0
First Mutual Life,life,1.175,1.0237,0.0748,0.9377,1.3699,0.9549,2514,2023,4,adequate,0
First Mutual Life,composite,1.3279,0.8301,0.3932,0.6649,1.8015,0.5761,1461,2022,2,adequate,0
Nicoz Diamond Insurance,composite,1.0683,0.7452,-0.1406,0.9057,1.3777,0.892,4544,2019,2,adequate,0
Old Mutual Life Assurance Zimbabwe,general,2.2026,0.6916,-0.002,0.6475,1.2018,0.601,11487,2019,3,adequate,0
FBC Insurance,composite,1.3787,0.791,-0.0684,1.0443,1.2719,0.9418,902,2023,1,adequate,0
ZB Bank Insurance,general,1.7317,0.6754,0.1799,0.6233,1.1854,0.9295,3792,2018,1,adequate,0
CBZ Life,general,1.3778,0.7496,0.2866,0.8124,1.2555,0.6053,12496,2024,3,adequate,0
ZB Bank Insurance,general,1.7148,0.1572,-0.0958,1.0451,1.5509,0.5773,9114,2018,3,strong,0
First Mutual Life,general,1.0333,0.5906,-0.1078,0.8161,0.4627,0.9471,3927,2018,2,adequate,0
NicozDiamond Brokers,reinsurer,1.6426,0.9217,0.2497,0.7323,1.1133,0.7397,1456,2020,3,adequate,0
Moonlight Insurance,reinsurer,1.7389,0.873,0.3515,1.1887,1.3204,0.718,3768,2018,3,adequate,0
Fidelity Life Zimbabwe,reinsurer,1.4528,0.2593,0.0746,0.5515,0.7028,0.6876,21768,2019,3,adequate,0
First Mutual Life,composite,2.0653,0.7377,-0.1025,1.0841,1.2073,0.7395,4169,2024,1,adequate,0
RM Life Zimbabwe,general,2.1564,0.4542,0.1293,1.0296,1.4057,0.9943,6834,2018,1,strong,0
RM Life Zimbabwe,reinsurer,1.3785,0.1319,0.0096,0.7992,0.9172,0.8996,5290,2018,2,strong,0
Fidelity Life Zimbabwe,general,0.8483,0.895,0.3539,0.8693,0.7464,0.509,1103,2018,3,watch,1
ZB Bank Insurance,composite,1.4357,0.6346,-0.15,0.9059,1.7237,0.9454,4092,2020,4,strong,0
Moonlight Insurance,reinsurer,1.037,0.7042,0.4105,0.8496,1.3628,0.7318,11662,2024,3,adequate,0
ZB Bank Insurance,composite,1.5194,0.7918,-0.2834,0.8537,1.7329,0.9413,7530,2024,4,adequate,0
RM Insurance,reinsurer,1.7122,1.013,-0.372,1.1395,1.7082,0.6732,5013,2021,3,adequate,0
RM Life Zimbabwe,composite,0.656,0.8554,-0.1258,1.0222,1.6076,0.9334,1746,2019,2,watch,1
Minerva Risk Advisors,general,1.1451,0.8672,-0.0377,0.9123,0.9426,0.7232,1719,2023,4,adequate,0
Old Mutual Life Assurance Zimbabwe,general,1.342,0.2987,0.0554,0.8726,1.264,0.883,2284,2020,4,strong,0
Tristar Insurance,general,1.315,0.8943,0.175,1.0106,1.0736,0.6905,2198,2024,1,adequate,0
Alliance Insurance,general,0.9597,0.1,0.0774,1.0087,1.4603,0.5053,1223,2021,4,strong,1
RM Life Zimbabwe,general,0.9669,1.0296,0.3763,0.9628,0.6889,0.6042,2474,2020,1,watch,0
Alliance Insurance,general,1.523,0.7762,0.2427,0.776,1.6955,0.8293,4574,2024,1,adequate,0
RM Life Zimbabwe,general,1.3154,0.7162,0.201,0.9513,1.0424,0.5109,10371,2023,2,adequate,0
Heritage Insurance,life,1.7088,0.3772,0.3029,0.7802,1.5312,0.5943,19395,2018,3,strong,0
FBC Insurance,composite,1.4496,0.5334,-0.0905,0.7267,0.9867,0.7403,10360,2021,4,adequate,0
First Mutual Health,composite,1.6962,0.5825,0.1029,0.8139,1.1772,0.5863,12454,2022,3,strong,0
Tristar Insurance,life,0.9078,0.6157,0.071,0.6549,1.2514,0.6768,15645,2022,1,adequate,0
Moonlight Insurance,reinsurer,1.2478,0.9852,0.3232,0.8238,1.3748,0.8138,12693,2018,2,adequate,0
Old Mutual Life Assurance Zimbabwe,life,1.1667,0.5368,0.1042,0.8333,1.6553,0.5459,2050,2019,2,adequate,0
Nicoz Diamond Insurance,general,1.8705,0.6594,0.0557,0.8529,0.9608,0.7316,19581,2019,4,adequate,0
Moonlight Insurance,life,1.3898,1.0276,-0.07,0.7518,1.2229,0.7434,12282,2020,3,adequate,0
RM Insurance,composite,1.4351,0.5591,-0.2399,0.9286,1.0219,0.581,4670,2021,1,strong,0
Minerva Risk Advisors,reinsurer,1.3696,0.6669,-0.0578,0.9789,0.9878,0.5415,5961,2019,3,adequate,0
Old Mutual Life Assurance Zimbabwe,reinsurer,1.0353,0.1652,0.2309,0.7446,1.5295,0.6455,3970,2018,2,strong,0
Alliance Insurance,life,1.2878,0.4993,0.2563,0.7514,1.0768,0.6765,3945,2024,1,adequate,0
Fidelity Life Assurance,life,1.5096,0.7122,0.0461,0.7726,1.3367,0.578,17390,2018,1,adequate,0
Old Mutual Zimbabwe,life,1.3143,0.6812,0.417,0.8728,1.7805,0.747,6811,2022,1,adequate,0
Tristar Insurance,composite,1.4763,0.6494,0.1262,0.6998,1.174,0.8875,15911,2019,1,adequate,0
Alliance Insurance,life,1.5516,0.5743,0.2878,0.9263,1.1111,0.5847,1561,2023,2,strong,0
CABS Insurance,reinsurer,2.0392,0.8275,-0.0248,0.8095,1.0949,0.7542,1654,2020,4,adequate,0
First Mutual Health,composite,1.6242,0.4925,0.1186,0.9027,0.6833,0.8302,6791,2018,4,strong,0
Zimnat Life Assurance,composite,0.617,0.3457,0.0514,1.0506,1.6538,0.9473,2750,2022,3,adequate,1
Fidelity Life Assurance,reinsurer,1.4171,0.8289,0.0942,0.7506,1.4926,0.6417,1460,2021,3,adequate,0
FBC Insurance,life,1.3816,1.0567,0.1782,0.8612,0.886,0.7914,1912,2024,3,adequate,0
CBZ Life,reinsurer,1.1385,0.1,0.4284,0.882,1.6373,0.5751,8716,2021,3,strong,0
RM Insurance,reinsurer,1.7221,0.7553,0.0371,0.84,1.3197,0.5267,6562,2019,4,adequate,0
Heritage Insurance,reinsurer,1.5303,0.3606,0.157,0.832,1.7779,0.7173,2498,2024,2,strong,0
ZB Bank Insurance,life,0.7028,0.7121,0.2955,0.7021,1.4609,0.5297,603,2018,4,watch,1
NicozDiamond Brokers,composite,1.2079,0.7527,0.0733,0.9096,0.8944,0.6236,5074,2019,1,adequate,0
